-67,-30,-54,-72,-37,-31,-46,-47,-67,-50,
-44,-58,-68,-36,-38,-55,-55,-71,-48,-41,
-65,-52,-36,-79,-49,-78,-45,-66,-56,-39,
-51,-65,-40,-59,-71,-75,-63,-53,-63,-54,
-49,-58,-40,-61,-71,-47,-67,-35,-58,-49,
-40,-70,-43,-86,-46,-46,-43,-74,-57,-49,
-52,-60,-63,-54,-75,-56,-42,-48,-55,-36,
-29,-47,-62,-63,-62,-50,-35,-39,-46,-35,
-26,-32,-84,-54,-49,-60,-61,-33,-25,-23,
-50,-61,-45,-64,-66,-69,-66,-21,-34,-44,
