20,23,15,21,29,21,17,6,34,36,
18,22,39,23,9,26,31,20,26,34,
8,33,38,24,12,25,37,32,8,9,
8,14,40,40,46,22,31,30,30,15,
23,23,31,37,32,31,36,34,32,15,
21,13,33,35,15,21,27,22,24,23,
34,22,41,52,10,5,41,41,30,28,
42,31,43,43,21,9,29,26,7,21,
25,34,23,40,32,1,17,10,15,13,
5,32,34,36,34,26,15,7,18,2,
